Year,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,TopicID,QuestionID,StratificationCategory1,Stratification1
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.2,"2,106",,,,Female,,,FV1,Q018,Gender,Female
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,40.3,"1,777",,,,Male,,,FV1,Q018,Gender,Male
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41,490,,,,,"$15,000 - $24,999",,FV1,Q018,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41.2,332,,,,,"$25,000 - $34,999",,FV1,Q018,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.2,450,,,,,"$35,000 - $49,999",,FV1,Q018,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.7,461,,,,,"$50,000 - $74,999",,FV1,Q018,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,33.8,"1,102",,,,,"$75,000 or greater",,FV1,Q018,Income,"$75,000 or greater"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.2,779,,,,,Data not reported,,FV1,Q018,Income,Data not reported
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,43.5,269,,,,,"Less than $15,000",,FV1,Q018,Income,"Less than $15,000"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,32.5,62,,,,,,2 or more races,FV1,Q018,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,48.5,97,,,,,,American Indian/Alaska Native,FV1,Q018,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,50.7,51,,,,,,Asian,FV1,Q018,Race/Ethnicity,Asian
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,28.5,365,,,,,,Hispanic,FV1,Q018,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.1,755,,,,,,Non-Hispanic Black,FV1,Q018,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39,"2,464",,,,,,Non-Hispanic White,FV1,Q018,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.1,"3,883",Total,,,,,,FV1,Q018,Total,Total
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.3,289,,18 - 24,,,,,FV1,Q019,Age (years),18 - 24
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.3,516,,25 - 34,,,,,FV1,Q019,Age (years),25 - 34
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.2,554,,35 - 44,,,,,FV1,Q019,Age (years),35 - 44
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.8,659,,45 - 54,,,,,FV1,Q019,Age (years),45 - 54
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.5,702,,55 - 64,,,,,FV1,Q019,Age (years),55 - 64
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.8,"1,061",,65 or older,,,,,FV1,Q019,Age (years),65 or older
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,10.3,"1,454",,,College graduate,,,,FV1,Q019,Education,College graduate
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.6,850,,,High school graduate,,,,FV1,Q019,Education,High school graduate
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,32.7,336,,,Less than high school,,,,FV1,Q019,Education,Less than high school
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.8,"1,134",,,Some college or technical school,,,,FV1,Q019,Education,Some college or technical school
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.1,"2,048",,,,Female,,,FV1,Q019,Gender,Female
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.2,"1,733",,,,Male,,,FV1,Q019,Gender,Male
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.7,478,,,,,"$15,000 - $24,999",,FV1,Q019,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.3,313,,,,,"$25,000 - $34,999",,FV1,Q019,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.3,440,,,,,"$35,000 - $49,999",,FV1,Q019,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.3,445,,,,,"$50,000 - $74,999",,FV1,Q019,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,8.6,"1,091",,,,,"$75,000 or greater",,FV1,Q019,Income,"$75,000 or greater"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.7,758,,,,,Data not reported,,FV1,Q019,Income,Data not reported
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.1,256,,,,,"Less than $15,000",,FV1,Q019,Income,"Less than $15,000"
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.7,62,,,,,,2 or more races,FV1,Q019,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.3,97,,,,,,American Indian/Alaska Native,FV1,Q019,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.6,50,,,,,,Asian,FV1,Q019,Race/Ethnicity,Asian
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,34.4,347,,,,,,Hispanic,FV1,Q019,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.3,726,,,,,,Non-Hispanic Black,FV1,Q019,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.8,"2,414",,,,,,Non-Hispanic White,FV1,Q019,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.1,"3,781",Total,,,,,,FV1,Q019,Total,Total
