Indicator,Group,State,Subgroup,Time Period Label,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,Aug 19 - Aug 31,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,Aug 19 - Aug 31,10
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,Aug 19 - Aug 31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,Aug 19 - Aug 31,5.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,Aug 19 - Aug 31,2.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,Aug 19 - Aug 31,1.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,Aug 19 - Aug 31,6.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,Aug 19 - Aug 31,11.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Aug 19 - Aug 31,2.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Aug 19 - Aug 31,21
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Aug 19 - Aug 31,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Aug 19 - Aug 31,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Aug 19 - Aug 31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Aug 19 - Aug 31,4.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Aug 19 - Aug 31,14.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,Aug 19 - Aug 31,7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,Aug 19 - Aug 31,7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Aug 19 - Aug 31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Aug 19 - Aug 31,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,Aug 19 - Aug 31,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,Aug 19 - Aug 31,8.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,Aug 19 - Aug 31,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,Aug 19 - Aug 31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,Aug 19 - Aug 31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,Aug 19 - Aug 31,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,Aug 19 - Aug 31,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,Aug 19 - Aug 31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,Aug 19 - Aug 31,11.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,Aug 19 - Aug 31,11
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,Aug 19 - Aug 31,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,Aug 19 - Aug 31,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,Aug 19 - Aug 31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,Aug 19 - Aug 31,8.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,Aug 19 - Aug 31,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,Aug 19 - Aug 31,7.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,Aug 19 - Aug 31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,Aug 19 - Aug 31,8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,Aug 19 - Aug 31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,Aug 19 - Aug 31,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,Aug 19 - Aug 31,10.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,Aug 19 - Aug 31,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,Aug 19 - Aug 31,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,Aug 19 - Aug 31,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,Aug 19 - Aug 31,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,Aug 19 - Aug 31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,Aug 19 - Aug 31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,Aug 19 - Aug 31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,Aug 19 - Aug 31,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,Aug 19 - Aug 31,7.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,Aug 19 - Aug 31,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,Aug 19 - Aug 31,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,Aug 19 - Aug 31,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,Aug 19 - Aug 31,9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,Aug 19 - Aug 31,5.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,Aug 19 - Aug 31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,Aug 19 - Aug 31,9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,Aug 19 - Aug 31,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Aug 19 - Aug 31,7.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,Aug 19 - Aug 31,7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,Aug 19 - Aug 31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,Aug 19 - Aug 31,6.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,Aug 19 - Aug 31,8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,Aug 19 - Aug 31,7.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,Aug 19 - Aug 31,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,Aug 19 - Aug 31,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,Aug 19 - Aug 31,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,Aug 19 - Aug 31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,Aug 19 - Aug 31,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,Aug 19 - Aug 31,7.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,Aug 19 - Aug 31,7.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,Sep 2 - Sep 14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,Sep 2 - Sep 14,18.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,Sep 2 - Sep 14,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Sep 2 - Sep 14,19.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Sep 2 - Sep 14,21
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Sep 2 - Sep 14,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Sep 2 - Sep 14,18.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Sep 2 - Sep 14,11.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Sep 2 - Sep 14,14.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Sep 2 - Sep 14,24
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Sep 2 - Sep 14,12
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Sep 2 - Sep 14,33.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Sep 2 - Sep 14,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Sep 2 - Sep 14,22.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Sep 2 - Sep 14,14.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Sep 2 - Sep 14,8.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Sep 2 - Sep 14,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Sep 2 - Sep 14,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Sep 2 - Sep 14,18.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Sep 2 - Sep 14,21.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Sep 2 - Sep 14,19
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,Sep 2 - Sep 14,21
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,Sep 2 - Sep 14,15
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,Sep 2 - Sep 14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,Sep 2 - Sep 14,25.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,Sep 2 - Sep 14,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,Sep 2 - Sep 14,17.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,Sep 2 - Sep 14,20
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,Sep 2 - Sep 14,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,Sep 2 - Sep 14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,Sep 2 - Sep 14,17.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,Sep 2 - Sep 14,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,Sep 2 - Sep 14,11.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,Sep 2 - Sep 14,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,Sep 2 - Sep 14,19
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,Sep 2 - Sep 14,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,Sep 2 - Sep 14,22.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,Sep 2 - Sep 14,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,Sep 2 - Sep 14,26
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,Sep 2 - Sep 14,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,Sep 2 - Sep 14,30.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,Sep 2 - Sep 14,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,Sep 2 - Sep 14,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,Sep 2 - Sep 14,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,Sep 2 - Sep 14,22.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,Sep 2 - Sep 14,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,Sep 2 - Sep 14,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,Sep 2 - Sep 14,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,Sep 2 - Sep 14,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,Sep 2 - Sep 14,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,Sep 2 - Sep 14,22.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,Sep 2 - Sep 14,17.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,Sep 2 - Sep 14,18.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,Sep 2 - Sep 14,17.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,Sep 2 - Sep 14,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,Sep 2 - Sep 14,15.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,Sep 2 - Sep 14,21.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,Sep 2 - Sep 14,22.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,Sep 2 - Sep 14,21.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Sep 2 - Sep 14,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,Sep 2 - Sep 14,22.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,Sep 2 - Sep 14,22.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,Sep 2 - Sep 14,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,Sep 2 - Sep 14,19.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,Sep 2 - Sep 14,18.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,Sep 2 - Sep 14,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,Sep 2 - Sep 14,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,Sep 2 - Sep 14,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,Sep 2 - Sep 14,19.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,Sep 2 - Sep 14,26.2
